IMSA_DecisionFinal,Applicant_ResponseFinal,IMSA_AcceptedApplicant,WAIVER,IMSA_Graduate,Race_text,IMSA_Graduate,ID_Person,Race_ISBE,IMSA_CurrentStudent,IMSA_AcceptedApplicant,IMSA_Applicant,IMSA_Attendee,Applicant_Year,Applicant_Response1,Applicant_Response2,Applicant_Response3,IMSA_DecisionFinal,IMSA_DecisionOriginal,Home_County,Home_City,Applicant_SATM,Applicant_SATCR,Applicant_SATW
NULL,NULL,No,NULL,NULL,,NULL,16385,Black or African American,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,Cntry Clb Hls,NULL,NULL,NULL
NULL,NULL,Yes,NULL,Yes,Black or African American,Yes,3278,Black or African American,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Wheaton,660,560,600
NULL,NULL,No,NULL,NULL,,NULL,2099,Black or African American,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Lombard,510,490,500
NULL,NULL,No,NULL,NULL,,NULL,2099,Black or African American,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Lombard,520,510,NULL
NULL,NULL,No,NULL,NULL,,NULL,15250,Black or African American,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Riverdale,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,16395,Black or African American,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,330,390,410
NULL,NULL,No,NULL,NULL,,NULL,43630,Not Reported,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,DuPage,Bartlett,540,420,420
NULL,NULL,No,NULL,NULL,Unknown,NULL,44096,Not Reported,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Cook,Park Ridge,550,500,460
NULL,NULL,No,NULL,NULL,,NULL,2634,Not Reported,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer-8th,Kane,Aurora,490,420,360
Yes,Accept,Yes,NULL,No,White,No,29745,White,Yes,Yes,Yes,Yes,2014,Accept,NULL,NULL,Yes,Waitlist,Will,Plainfield,580,620,NULL
NULL,NULL,No,NULL,NULL,,NULL,16442,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,McHenry,Crystal Lake,530,470,NULL
NULL,NULL,No,NULL,NULL,,NULL,16442,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,Waitlist,McHenry,Crystal Lake,650,520,570
NULL,NULL,No,NULL,NULL,,NULL,16443,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Will,Naperville,730,680,610
NULL,NULL,No,NULL,NULL,,NULL,33804,Hispanic or Latino,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Berwyn,NULL,NULL,NULL
NULL,NULL,Yes,NULL,No,White,No,43633,White,Yes,Yes,Yes,Yes,2015,NULL,NULL,NULL,NULL,No Offer,Cook,Oak Park,690,650,650
NULL,NULL,No,NULL,NULL,White,NULL,42153,White,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,Deferred,Cook,Chicago,700,660,620
NULL,NULL,No,NULL,NULL,,NULL,10036,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Park Forest,430,470,NULL
NULL,NULL,No,NULL,NULL,Asian,NULL,44098,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Cook,Hoffman Est,770,600,610
NULL,NULL,No,NULL,NULL,Asian,NULL,2639,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Kane,Batavia,600,620,620
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, White",NULL,15256,Hispanic or Latino,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Oak Forest,610,520,460
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, White",NULL,15256,Hispanic or Latino,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Oak Forest,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, White",NULL,16528,Hispanic or Latino,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Adams,Quincy,490,450,NULL
NULL,NULL,No,NULL,NULL,"Asian, White",NULL,16529,Two or More Races,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Washington,Ashley,450,430,410
NULL,NULL,No,NULL,NULL,,NULL,16540,Black or African American,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Chicago,490,380,460
NULL,NULL,No,NULL,NULL,,NULL,16543,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer-8th,Will,Joliet,620,560,490
NULL,NULL,No,NULL,NULL,,NULL,16543,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Will,Joliet,630,580,NULL
NULL,NULL,No,NULL,NULL,White,NULL,44099,White,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Cook,Bridgeview,470,440,380
NULL,NULL,No,NULL,NULL,,NULL,16570,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Winfield,660,530,490
NULL,NULL,No,NULL,NULL,,NULL,16577,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,Cook,River Forest,660,510,540
NULL,NULL,No,NULL,No,White,No,33805,White,No,No,Yes,Yes,2014,NULL,NULL,NULL,NULL,No Offer,Kane,St Charles,680,590,NULL
Yes,Accept,No,NULL,No,White,No,33805,White,No,No,Yes,Yes,2015,Accept,NULL,NULL,Yes,Waitlist,Kane,St Charles,690,670,670
NULL,NULL,No,NULL,NULL,,NULL,10052,Black or African American,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,16587,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,Lake,Prairie View,680,530,520
NULL,NULL,No,NULL,NULL,Asian,NULL,44100,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,670,620,610
NULL,NULL,No,NULL,NULL,,NULL,16591,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Lake,Gurnee,600,560,600
NULL,Decline,No,NULL,NULL,,NULL,9182,Asian,NULL,No,Yes,NULL,2012,Accept,Decline,NULL,NULL,Waitlist,Cook,Mt Prospect,690,600,590
NULL,NULL,No,NULL,NULL,Hispanic or Latino,NULL,12813,Hispanic or Latino,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,3722,Black or African American,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,Will,Monee,460,370,330
NULL,NULL,No,NULL,NULL,,NULL,3722,Black or African American,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Will,Monee,540,350,430
NULL,NULL,No,NULL,NULL,,NULL,16619,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Rock Island,Rock Island,580,480,470
NULL,NULL,No,NULL,NULL,,NULL,33806,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,530,620,NULL
Yes,Accept,Yes,NULL,Yes,,Yes,16635,White,No,Yes,Yes,Yes,2011,Accept,NULL,NULL,Yes,Waitlist,DuPage,Westmont,550,540,NULL
Yes,Accept,Yes,NULL,No,White,No,44101,White,Yes,Yes,Yes,Yes,2016,Accept,NULL,NULL,Yes,Waitlist,Kane,Maple Park,570,510,410
NULL,NULL,No,NULL,NULL,,NULL,15261,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Peoria,Peoria,560,580,NULL
NULL,NULL,No,NULL,NULL,,NULL,15261,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Peoria,Peoria,600,640,620
NULL,NULL,No,NULL,NULL,,NULL,16659,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Morgan,Woodson,460,430,NULL
Yes,Accept,Yes,NULL,No,Asian,No,29753,Asian,No,Yes,Yes,Yes,2014,Accept,NULL,NULL,Yes,Waitlist,Lake,Beach Park,680,600,NULL
NULL,NULL,Yes,NULL,No,Asian,No,12824,Asian,Yes,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Wood Dale,520,410,460
Yes,Accept,Yes,NULL,No,Asian,No,12824,Asian,Yes,Yes,Yes,Yes,2015,Accept,NULL,NULL,Yes,Waitlist,DuPage,Wood Dale,710,520,520
NULL,NULL,No,NULL,NULL,,NULL,16687,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,590,530,450
NULL,NULL,No,NULL,NULL,,NULL,16689,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Schaumburg,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,Asian,NULL,9569,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,650,470,500
NULL,NULL,No,NULL,NULL,,NULL,1412,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Aurora,700,590,550
NULL,NULL,No,NULL,NULL,Asian,NULL,14408,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,620,480,480
NULL,NULL,No,NULL,NULL,,NULL,3729,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Sangamon,Springfield,560,470,NULL
NULL,NULL,Yes,NULL,No,Asian,No,14410,Asian,Yes,Yes,Yes,Yes,2014,NULL,NULL,NULL,NULL,No Offer,McHenry,Lk In The Hls,610,550,NULL
NULL,NULL,No,NULL,NULL,,NULL,16719,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,670,560,NULL
NULL,NULL,No,NULL,NULL,,NULL,43635,Not Reported,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,630,420,420
NULL,NULL,No,NULL,NULL,Asian,NULL,39574,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,610,490,490
NULL,NULL,No,NULL,NULL,,NULL,3730,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Christian,Taylorville,450,540,470
NULL,NULL,Yes,NULL,No,Asian,No,43637,Asian,Yes,Yes,Yes,Yes,2015,NULL,NULL,NULL,NULL,No Offer,LaSalle,Ottawa,600,460,460
NULL,NULL,No,NULL,NULL,,NULL,16733,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,520,460,NULL
NULL,NULL,No,NULL,NULL,Asian,NULL,43638,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Lee,Dixon,570,400,400
NULL,NULL,No,NULL,NULL,,NULL,33807,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Roselle,740,550,NULL
NULL,NULL,No,NULL,NULL,,NULL,16743,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Woodridge,490,410,370
NULL,NULL,No,NULL,NULL,,NULL,16744,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Lombard,670,530,NULL
NULL,NULL,No,NULL,NULL,Unknown,NULL,44102,Not Reported,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Lake,Island Lake,470,510,350
NULL,NULL,No,NULL,NULL,,NULL,33808,Not Reported,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,McLean,Normal,680,580,NULL
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, White",NULL,44103,Hispanic or Latino,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Dekalb,Kirkland,580,410,480
NULL,NULL,No,NULL,NULL,,NULL,16797,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Will,Plainfield,640,560,460
NULL,NULL,No,NULL,NULL,,NULL,33809,Black or African American,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Matteson,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,16801,Hispanic or Latino,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Streamwood,470,390,NULL
NULL,NULL,No,NULL,NULL,,NULL,30573,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Kane,Geneva,590,580,NULL
NULL,NULL,No,NULL,NULL,,NULL,30573,White,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Kane,Geneva,590,590,590
NULL,NULL,No,NULL,NULL,White,NULL,43640,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Kane,Geneva,590,580,NULL
NULL,NULL,No,NULL,NULL,White,NULL,43640,White,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Kane,Geneva,590,590,590
NULL,NULL,No,NULL,NULL,,NULL,14987,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Bartlett,700,720,NULL
NULL,NULL,No,NULL,NULL,,NULL,16832,Black or African American,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Will,Joliet,450,540,430
NULL,NULL,No,NULL,NULL,,NULL,8973,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Dekalb,Dekalb,480,520,500
NULL,NULL,No,NULL,NULL,,NULL,33810,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Lake,Mundelein,450,390,NULL
NULL,NULL,No,NULL,NULL,Asian,NULL,44105,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,DuPage,Wheaton,430,420,410
NULL,NULL,No,NULL,NULL,,NULL,16893,Black or African American,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,NULL,NULL,NULL
NULL,NULL,Yes,NULL,Yes,,Yes,16905,White,No,Yes,Yes,Yes,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,West Chicago,680,630,NULL
NULL,NULL,No,NULL,NULL,,NULL,33811,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,West Chicago,640,590,NULL
NULL,NULL,No,NULL,NULL,,NULL,16911,Hispanic or Latino,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,2102,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Elmwood Park,560,560,400
NULL,NULL,No,NULL,NULL,,NULL,2522,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Kane,St Charles,660,490,NULL
Yes,Accept,Yes,NULL,Yes,,Yes,16917,Asian,No,Yes,Yes,Yes,2012,Accept,NULL,NULL,Yes,Waitlist,DuPage,West Chicago,610,490,550
NULL,NULL,No,NULL,NULL,,NULL,16928,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Schaumburg,680,530,510
NULL,NULL,No,NULL,NULL,,NULL,33812,Black or African American,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,310,260,NULL
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, American Indian or Alaska Native, White",NULL,16930,Hispanic or Latino,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Glendale Hts,450,540,NULL
NULL,NULL,No,NULL,NULL,Black or African American,NULL,12850,Black or African American,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Cook,Melrose Park,420,460,450
NULL,NULL,No,NULL,NULL,Black or African American,NULL,44106,Black or African American,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,520,590,490
NULL,NULL,No,NULL,NULL,,NULL,16955,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Dekalb,Clare,480,540,440
NULL,NULL,No,NULL,NULL,,NULL,16968,Black or African American,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,South Holland,490,390,NULL
NULL,NULL,No,NULL,NULL,,NULL,16971,Black or African American,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,South Holland,420,350,NULL
NULL,NULL,No,NULL,NULL,,NULL,16977,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Carol Stream,610,580,540
Yes,Accept,Yes,NULL,No,White,No,7066,White,No,Yes,Yes,Yes,2013,Accept,NULL,NULL,Yes,Waitlist,Kendall,Yorkville,580,680,NULL
NULL,NULL,Yes,NULL,No,"Asian, White",No,10084,Two or More Races,Yes,Yes,Yes,Yes,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Orland Park,610,520,NULL
NULL,NULL,No,NULL,NULL,,NULL,16984,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Will,Bolingbrook,560,470,480
NULL,NULL,No,NULL,NULL,,NULL,33813,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Bartlett,650,630,NULL
NULL,NULL,No,NULL,NULL,Asian,NULL,43643,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,Waitlist,Cook,Elk Grove Vlg,660,530,530
Yes,Accept,Yes,NULL,No,"Asian, White",No,10084,Two or More Races,Yes,Yes,Yes,Yes,2015,Accept,NULL,NULL,Yes,Waitlist,Cook,Orland Park,710,580,580
NULL,NULL,No,NULL,NULL,,NULL,16988,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Lombard,660,620,500
NULL,NULL,No,NULL,NULL,"Asian, White",NULL,16994,Two or More Races,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Out of State,Middleton,630,690,640
NULL,NULL,No,NULL,NULL,,NULL,33814,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Will,Frankfort,500,500,NULL
NULL,NULL,Yes,NULL,No,Asian,No,33815,Asian,Yes,Yes,Yes,Yes,2014,NULL,NULL,NULL,NULL,Deferred,McHenry,Huntley,660,640,NULL
NULL,NULL,No,NULL,NULL,Black or African American,NULL,9216,Black or African American,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,460,450,450
NULL,NULL,No,NULL,NULL,White,NULL,44107,White,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Will,Joliet,510,640,620
NULL,NULL,No,NULL,NULL,White,NULL,44108,White,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Will,Plainfield,500,420,340
NULL,NULL,Yes,NULL,No,Asian,No,33816,Asian,Yes,Yes,Yes,Yes,2014,NULL,NULL,NULL,NULL,No Offer,Kane,Elgin,710,630,NULL
Yes,Accept,Yes,NULL,Yes,,Yes,17044,White,No,Yes,Yes,Yes,2012,Accept,NULL,NULL,Yes,Waitlist,Cook,Western Sprgs,590,630,580
NULL,NULL,No,NULL,NULL,,NULL,7074,Black or African American,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Sangamon,Springfield,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,2527,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,Kane,North Aurora,700,530,570
NULL,NULL,No,NULL,NULL,,NULL,2105,Black or African American,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Steger,360,300,330
NULL,NULL,No,NULL,NULL,,NULL,9221,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Lake,Grayslake,590,530,NULL
NULL,NULL,No,NULL,NULL,,NULL,9221,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Lake,Grayslake,690,710,570
NULL,NULL,Yes,5,No,Black or African American,No,17113,Black or African American,Yes,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Chicago,470,430,400
Yes,Accept,Yes,NULL,No,White,No,44110,White,Yes,Yes,Yes,Yes,2016,Accept,NULL,NULL,Yes,Waitlist,Lake,Antioch,630,600,510
NULL,NULL,Yes,NULL,No,Asian,No,17147,Asian,Yes,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Aurora,620,520,540
Yes,Accept,Yes,NULL,No,Asian,No,17147,Asian,Yes,Yes,Yes,Yes,2014,Accept,NULL,NULL,Yes,Waitlist,DuPage,Aurora,690,540,NULL
NULL,NULL,No,NULL,NULL,Asian,NULL,43645,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Kane,Elgin,460,510,510
NULL,NULL,No,NULL,NULL,Asian,NULL,43646,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,480,530,530
NULL,Rescinded,No,NULL,NULL,Asian,NULL,43646,Asian,NULL,No,Yes,NULL,2016,Rescinded,NULL,NULL,NULL,Waitlist,DuPage,Naperville,580,550,540
NULL,NULL,No,NULL,NULL,White,NULL,30602,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Macon,Oakley,470,410,NULL
NULL,NULL,No,NULL,NULL,White,NULL,30602,White,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Macon,Oakley,480,380,380
NULL,Rescinded,No,NULL,NULL,White,NULL,12885,White,NULL,No,Yes,NULL,2016,Rescinded,NULL,NULL,NULL,Waitlist,Cook,Orland Park,700,620,600
NULL,NULL,No,NULL,NULL,,NULL,7096,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Sangamon,Springfield,620,540,560
NULL,NULL,No,NULL,NULL,,NULL,7097,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer-8th,Sangamon,Springfield,550,460,510
NULL,NULL,No,NULL,NULL,"Asian, White",NULL,17188,Two or More Races,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Darien,670,580,490
Yes,Accept,Yes,NULL,No,White,No,44111,White,Yes,Yes,Yes,Yes,2016,Accept,NULL,NULL,Yes,Waitlist,DuPage,Wheaton,690,570,490
NULL,NULL,Yes,NULL,No,White,No,15287,White,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer-8th,Gallatin,Shawneetown,610,580,470
NULL,NULL,No,NULL,NULL,,NULL,17201,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Westchester,540,540,600
NULL,NULL,No,NULL,NULL,,NULL,17201,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,Waitlist,Cook,Westchester,610,570,NULL
NULL,NULL,No,NULL,NULL,,NULL,33817,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Lake,Round Lake,540,560,NULL
NULL,NULL,No,NULL,NULL,,NULL,6072,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,Kane,North Aurora,500,460,380
NULL,NULL,No,NULL,NULL,,NULL,17232,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,DuPage,Glendale Hts,510,490,570
NULL,NULL,No,NULL,NULL,,NULL,17239,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,McDonough,Macomb,530,490,430
NULL,NULL,No,NULL,NULL,,NULL,33818,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Will,Joliet,440,540,NULL
NULL,NULL,Yes,NULL,Yes,,Yes,15290,Black or African American,No,Yes,Yes,Yes,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Olympia Flds,490,440,NULL
NULL,NULL,No,NULL,NULL,,NULL,17254,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Barrington,670,520,470
NULL,NULL,No,NULL,NULL,,NULL,17254,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,Waitlist,Cook,Barrington,710,550,NULL
NULL,NULL,Yes,NULL,Yes,White,Yes,3789,Hispanic or Latino,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Orland Park,620,590,600
NULL,NULL,No,NULL,NULL,Asian,NULL,30610,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Will,Bolingbrook,590,570,570
NULL,NULL,No,NULL,NULL,Asian,NULL,30610,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,Waitlist,Will,Bolingbrook,650,610,630
NULL,NULL,No,NULL,NULL,,NULL,15292,Black or African American,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer-8th,Will,Frankfort,580,470,410
NULL,NULL,No,NULL,NULL,,NULL,17270,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,Cook,S Barrington,800,580,720
NULL,NULL,No,NULL,NULL,"Black or African American, White",NULL,10123,Two or More Races,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Will,Crete,440,380,480
NULL,NULL,No,NULL,NULL,,NULL,15293,Black or African American,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Broadview,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,17299,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Will,Monee,450,370,NULL
NULL,NULL,No,NULL,NULL,,NULL,17299,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Will,Monee,500,320,520
NULL,NULL,No,NULL,NULL,,NULL,33819,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Sangamon,Riverton,390,450,NULL
NULL,NULL,No,NULL,NULL,,NULL,17314,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Jefferson,Mt. Vernon,610,540,NULL
NULL,NULL,No,NULL,NULL,"Asian, Black or African American",NULL,12912,Two or More Races,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,"Asian, Black or African American",NULL,12912,Two or More Races,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,500,490,490
NULL,NULL,No,NULL,NULL,Asian,NULL,43651,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,710,640,640
NULL,NULL,No,NULL,NULL,,NULL,17334,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Will,Lockport,NULL,NULL,NULL
